,index,Sentence,Polarity_Classification
312,312,The main character was only moderately likable with a barely intact sense of humor,Negativa
313,313,Mister Monday while Arthur was having a asthma attack and some fetchers,Neutra
314,314,He's pretty normal except for his dad use to be in a rock band and his mom is one of the most famous doctors in the world,Neutra
315,315,Diabola is rotten and she hates her sister,Negativa
316,316,Its too good,Positiva
317,317,"These creatures, called Fetchers bring a terrible disease called the ""Sleepy Pluage"", which after afew symtoms like having a cold, puts the infected people to sleep- literally- they fall asleep, and can't be woken up! Aurther is particually sensitive to this outbreak beacuse he is adopted{his birth parents died in a flu outbreak when he was a baby}",Neutra
318,318,"As a parent, I found the book interesting and thought-provoking, but I did not allow my 7 year old to finish it! Don't assume that advanced reading skills make the 7-10 year old set ready for this one, even though Ms",Neutra
319,319,So now it's up to Arthur to set things to right,Neutra
320,320,"Having originally gone into publication in 1971, there are better books about Al Capone",Negativa
321,321,"The characters do their job, i",Positiva
322,322,"By a dispassionate and careful treatment of the very difficult material, he manages to write a compelling book about a terrible subject",Positiva
323,323,"When he recovers, the ""key"" and "" A Compleat Atlas of The House"" are still there",Neutra
324,324,Levi describes how the market followed classical economic laws,Neutra
325,325,"This opening episode introduces us to Arthur, a displaced but sharp young boy in his first days at a new school",Positiva
326,326,"If you have any affection for Tony Hill and Carol Jordan as created by Val McDermid, don't read this book",Negativa
327,327,Hercules Poirot is a person that you never really get hold of during the story,Neutra
328,328,Garth Nix makes every chapter eventful and ends the chapter so that you want to keep reading what happens next,Positiva
329,329,Their parents they think that Angela is an angel and can get whatever she wants,Positiva
330,330,Suddenly everyone is fighting for ownership of a key which will change the world in this first book of a gripping adventure,Positiva
331,331,"Old legends are given new life (such as the tale of the Pied Piper and the Greek myth of Prometheus) and concepts and symbols given real form: such as the days of the week in human form, and their angelic-looking (but quite devilish) Dawn, Noon and Dusks",Negativa
332,332,Her bosses think she will be able to handle it,Neutra
333,333,"Unlikeable, dour and sour characters populate this novel that has SciFi/Horror overtones set in something of a hardboiled mystery",Neutra
334,334,Not only does he have to defeat Mister Monday but the other Morrow days as well,Neutra
335,335,"In having this attach Arthur Penhaligon meets two new friends (Leaf and Ed twin brother and sister) and also gets a suprise, Mister Monday and his buttler, Sneezer, appear with a flash of light and give Arthur a gift,(Arthur thinks Sneezer is up to something but does not know) a minute hand of a clock (the clock that was guarding the will) and a book (An Atlas he can't yet open)",Neutra
336,336,Monday is interesting enough but to really enjoy you have to continue the series,Positiva
337,337,"""Indians sometimes called early spring - March - 'the cactus moon' because food was scarce, and this plant was often the only available vegetable food",Neutra
338,338,The characters were also cool and well thought out,Positiva
339,339,When Diabola claims to not care about her father he leaves the family,Neutra
340,340,"It was a real story about a real boy in an exciting, intriguing situation",Positiva
341,341,Garth Nix is becoming one of my favorite authors of all time,Positiva
342,342,"The main character, a young asthmatic with greatness thrust upon him is not fleshed out very well, nor do we see much growth in him from the beginning of the book until the end",Negativa
343,343,This thought races through Arthur's mind as he saves the world in Mister Monday,Neutra
344,344,"It's a story about adventure, but also about responsibility, and courage, and overall I could recommend it to any boy or girl, and their parents, to read it!",Positiva
345,345,Nix certainly did not disappoint,Positiva
346,346,The suspense and amazing imagination that Nix uses draws the students in and keeps them hooked from page one,Positiva
347,347,"She feels betrayed and used when she discovers that she is the ""twin"" image of Katerina Basler, Tadisck's lover who was killed in a mysterious hit and run accident",Neutra
348,348,This book shows the struggle of a family that has been  blessed and been punished,Neutra
349,349,"I'm very glad I did, because this book turned out to be much more than I expected",Positiva
350,350,The noir style of writing in Jack's portions of the narrative are wonderful and cleverly hard-boiled,Positiva
351,351,His answers lie inside the House,Neutra
352,352,"Now the first and least fragment of the Will has escaped, and it is helping Aurther",Neutra
353,353,"Aurther, Suzy Blue{a friend he makes on the way} and the Will now will go through many treacherous tasks to defeat Monday- the Will so that Aurther can claim the key, therefore the first part of the Will is done, Aurther to find a cure to thing strange plauge, and Suzy to help them all",Neutra
354,354,"Cuthbert is expecting a child, but has twins",Neutra
355,355,Angela and Diabola's mother and father  soon figure out that Angela and Diabola aren't going to balance any time  soon,Neutra
356,356,"Whilst his classmates run for help, the strangest thing happens: a young man and his butler appear from nowhere, and bequeath to Arthur something that they call a ""Key"" (though to Arthur it looks more like a large minute hand from a clock), and a strange book called `The Compleat Atlas of the House and Immediate Environs'",Neutra
