,level_0,Sentence,Polarity_Classification
329,288,I have to marvel at an author who publishes the first book in a long and complex series without having first written all the others,Positiva
330,934,The people that wouldn't like this would be boys,Negativa
331,803,Monday?	Garth Nix has done it again with this sure to top the lists yarn,Positiva
332,470,The book starts getting really fun at this point,Positiva
333,341,This book is different then the ohter books I read by  her but this book was the best,Positiva
334,267,"As with a lot of the best young adult books out there, some kids may find this series disturbing, and there are some scenes that contain a certain amount of violence",Negativa
335,508,He has a feeling that the answer to curing the sick people is to go in there,Negativa
336,245,She acts so badly that Mr,Negativa
337,764,I didn't like this book and the Northwest setting of Portland and Seattle made me think the author had spent an afternoon in the Northwest during a cruise ship pit stop and decided he could write about the location like a native,Negativa
338,194,Written slightly below the level of the Harry Potter books this series should still capture the attention and imagination of young readers attracted to these types of stories,Positiva
339,517,I could not put this book down,Positiva
340,745,But then it gets real confusing,Negativa
341,304,Avoid it,Negativa
342,747,I think this book is a bit violent too,Negativa
343,1083,"And lone behold, Arthur has a severe asthma attack",Negativa
344,518,"She gets better and better, though I have no interest in reading her Kate Brannigan series--they sound so fluffy after reading these *intense* psychological mysteries",Positiva
345,1028,Garth Nix is becoming one of my favorite authors of all time,Positiva
346,188,"Well-liked by both boys and girls in my middle school classes, this series is favored by boys; and though written at a seventh grade reading level, is also well-liked by high school boys into about tenth grade",Positiva
347,926,I liked it when Dybo pushed the miss Mursles off the climbing frame without any clothes on!  I think that Angela and Diabola is the best book I read this year!!!!!!!!!!,Positiva
348,347,This book reminds me of Ravens Gate in a way so if you read and liked it you will love this! One of the best books I have ever read,Positiva
349,890,"You will see what I mean (when I say medium) after you read this fabulous, excellent, nourishing, book",Positiva
350,1055,Recommended for all ages,Positiva
351,1015,"If you'd like to know more about the history of the Young Adult novel, this is a good book to pick up",Positiva
352,499,"The emotional connection between Hill and the killers in the two previous books is missing here, making the entire killer plot read like an afterthought",Negativa
353,496,"Generally McDermid paints female police officers as brighter, more diligent and more intuitive than their male counterparts, as well as more often homosexual",Positiva
354,812,Jack is a wonderful beleaguered hero who starts off by quickly realizing he don't know jack even about himself and as he investigates realizes each new clue proves he knows even less than he thought,Positiva
355,256,"This is a must-read for all, whether you're a wife or a non-wife!",Positiva
356,69,This book far surpassed my expectations,Positiva
357,614,I have no idea if it was only my book with this problem,Negativa
358,1004,Liz is the more beautiful and popular of the two with Maggie often following behind,Positiva
359,951,The book I read was very interesting,Positiva
360,872,Christie was an absolute marvel!,Positiva
361,359,"So if your super religous and don't like the idea of a semblance of god wrapped in chains, then this may not be the best book for you",Negativa
362,65,"These books are labeled, ""Children Fantasy"", but contains many references to myths and ideas that I believe are beyond a normal 9 year's old pool of knowledge",Negativa
363,371,The killers identity will take you by surprise,Positiva
364,1030,"1) Great world creation in the House and the denizens of the House, their purpose, their origins, etc",Positiva
365,953,Abortion is a very hard thing to talk about and I thought that  Zindel did a very good job at making it known how different thought about  it,Positiva
366,945,I really enjoyed this book,Positiva
367,1079,I am amazed by Kingston's ability to present different perspectives and surprised by her ability to resolve many issues,Positiva
368,840,"I would have preferred more emphasis on Tony Hill's aspect of the book, but we don't always get what we want, and this book certainly displays Carol Jordan's full abilites",Positiva
369,1020,I LOVE THIS BOOK!&lt;br&gt;This is one of the best books ever,Positiva
370,253,Angela and Diabola is a great book and I would recommend it to anyone who likes a funny novel,Positiva
371,202,terrifying reading,Positiva
372,976,"It is even a great read for adults, as I found out while reading",Positiva
373,1062,"Having originally gone into publication in 1971, there are better books about Al Capone",Negativa
374,514,"I really loved the fast pace, the vivid descriptions, and the characters",Positiva
